name,york_id,n_entries_iris,n_instruments_iris,value,has_materials
1663,york:932871,1,0,Native and non-native teachers of L2 pronunciation: Effects on learner performance,Records with information only (materials not yet held)
1664,york:932872,1,0,Native and non-native teachers of L2 pronunciation: Effects on learner performance,Records with information only (materials not yet held)
1665,york:932873,1,1,Native and non-native teachers of L2 pronunciation: Effects on learner performance,Records with materials
1666,york:932874,1,0,Native and non-native teachers of L2 pronunciation: Effects on learner performance,Records with information only (materials not yet held)
1667,york:932875,1,0,Corpus approaches to language ideology,Records with information only (materials not yet held)
1668,york:932876,1,0,Explicit and implicit learning: Exploring their simultaneity and immediate effectiveness,Records with information only (materials not yet held)
1669,york:932877,1,1,Explicit and implicit learning: Exploring their simultaneity and immediate effectiveness,Records with materials
1670,york:932878,1,1,Explicit and implicit learning: Exploring their simultaneity and immediate effectiveness,Records with materials
1671,york:932879,1,1,Explicit and implicit learning: Exploring their simultaneity and immediate effectiveness,Records with materials
1672,york:932880,1,1,Explicit and implicit learning: Exploring their simultaneity and immediate effectiveness,Records with materials
1673,york:932881,1,1,Explicit and implicit learning: Exploring their simultaneity and immediate effectiveness,Records with materials
1674,york:932882,1,1,A feature-based contrastive approach to the L2 acquisition of specificity,Records with materials
1675,york:932883,1,1,A feature-based contrastive approach to the L2 acquisition of specificity,Records with materials
1676,york:932884,1,1,A feature-based contrastive approach to the L2 acquisition of specificity,Records with materials
1677,york:932885,1,1,The effect of task planning on L2 performance and L2 development in tesxt-based synchronous computer-mediated communication,Records with materials
1678,york:932886,1,1,The effect of task planning on L2 performance and L2 development in tesxt-based synchronous computer-mediated communication,Records with materials
1679,york:932887,1,1,The effect of task planning on L2 performance and L2 development in tesxt-based synchronous computer-mediated communication,Records with materials
1680,york:932888,1,1,The effect of task planning on L2 performance and L2 development in tesxt-based synchronous computer-mediated communication,Records with materials
1681,york:932889,1,1,English majors' self-regulatory control strategy use in academic writing and its relation to L2 motivation,Records with materials
1682,york:932890,4,4,Anaphora resolution in near-native Italian grammars: Evidence from native speakers of Croatian,Records with materials
1682,york:932890,4,4,Cross-linguistic influence at the discourse–syntax interface: Insights from anaphora resolution in child second language learners of Italian,Records with materials
1682,york:932890,4,4,Translation between L2 acquisition and L1 attrition: Anaphora resolution in Italian by English-Italian trainee translators,Records with materials
1682,york:932890,4,4,First language attrition and syntactic subjects: A study of Greek and Italian near-native speakers of English,Records with materials
1683,york:932891,1,0,Comprehension and knowledge components that predict L2 reading: A latent-trait approach,Records with information only (materials not yet held)
1684,york:932892,1,0,The time-course of morphosyntatic and semantic priming in late bilinguals: A study of German adjectives,Records with information only (materials not yet held)
1685,york:932893,1,1,The time-course of morphosyntatic and semantic priming in late bilinguals: A study of German adjectives,Records with materials
1686,york:932894,1,0,Processing grammatical evidentiality and time reference in Turkish heritage and monolingual speakers,Records with information only (materials not yet held)
1687,york:932895,1,0,The expression of spatial relationships in Turkish-Dutch bilinguals,Records with materials
1688,york:932896,1,0,Sensitivity to parasitic gaps inside subject islands in native and non-native sentence processing,Records with information only (materials not yet held)
1689,york:932897,1,1,Sensitivity to parasitic gaps inside subject islands in native and non-native sentence processing,Records with materials
1690,york:932898,1,1,Re-assembling objects: A new look at the L2 acquisition of pronominal clitics,Records with materials
1691,york:932899,1,1,Re-assembling objects: A new look at the L2 acquisition of pronominal clitics,Records with materials
1692,york:932900,1,0,Effects of L1 tone on perception of L2 tone: A study of Mandarin tone learning by native Catonese children,Records with information only (materials not yet held)
1693,york:932901,1,0,Effects of L1 tone on perception of L2 tone: A study of Mandarin tone learning by native Catonese children,Records with information only (materials not yet held)
1694,york:932902,1,0,Effects of L1 tone on perception of L2 tone: A study of Mandarin tone learning by native Catonese children,Records with information only (materials not yet held)
1695,york:932903,1,0,Perception of tones by bilingual infants learning non-tone langauges,Records with information only (materials not yet held)
1696,york:932904,1,0,World knowledge and novel information integration during L2 speech comprehension,Records with information only (materials not yet held)
1697,york:932905,1,0,World knowledge and novel information integration during L2 speech comprehension,Records with information only (materials not yet held)
1698,york:932906,1,0,World knowledge and novel information integration during L2 speech comprehension,Records with information only (materials not yet held)
1699,york:932907,1,0,World knowledge and novel information integration during L2 speech comprehension,Records with information only (materials not yet held)
1700,york:932908,1,0,Evidence of an advantage in visuo-spatial memory for bilingual compared to monolingual speakers,Records with information only (materials not yet held)
1701,york:932909,1,0,Evidence of an advantage in visuo-spatial memory for bilingual compared to monolingual speakers,Records with information only (materials not yet held)
1702,york:932910,1,1,Does formal training in translation/interpreting affect translation strategy? Evidence from idiom translation,Records with materials
1703,york:932911,1,0,Does formal training in translation/interpreting affect translation strategy? Evidence from idiom translation,Records with information only (materials not yet held)
1704,york:932912,1,1,Language experience and preschoolers' foreign word learning,Records with materials
1705,york:932913,1,0,The role of constituent order and level of embedding in cross-linguistic structual priming,Records with information only (materials not yet held)
1706,york:932914,1,0,The role of constituent order and level of embedding in cross-linguistic structual priming,Records with information only (materials not yet held)
1707,york:932915,1,0,Cross-language priming: A view from bilingual speech,Records with information only (materials not yet held)
1708,york:932916,1,1,Cross language lexical priming extends to formulaic units: Evidence from eye-tracking suggests that this idea 'has legs',Records with materials
1709,york:932917,1,1,Cross language lexical priming extends to formulaic units: Evidence from eye-tracking suggests that this idea 'has legs',Records with materials
1710,york:932918,1,1,Cross language lexical priming extends to formulaic units: Evidence from eye-tracking suggests that this idea 'has legs',Records with materials
1711,york:932919,1,1,Cross language lexical priming extends to formulaic units: Evidence from eye-tracking suggests that this idea 'has legs',Records with materials
1712,york:932920,1,1,Cross language lexical priming extends to formulaic units: Evidence from eye-tracking suggests that this idea 'has legs',Records with materials
1713,york:932921,1,1,Cross language lexical priming extends to formulaic units: Evidence from eye-tracking suggests that this idea 'has legs',Records with materials
1714,york:932922,1,1,Cross language lexical priming extends to formulaic units: Evidence from eye-tracking suggests that this idea 'has legs',Records with materials
1715,york:932923,1,1,Cross language lexical priming extends to formulaic units: Evidence from eye-tracking suggests that this idea 'has legs',Records with materials
1716,york:932924,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1717,york:932925,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1718,york:932926,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1719,york:932927,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1720,york:932928,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1721,york:932929,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1722,york:932930,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1723,york:932931,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1724,york:932932,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1725,york:932933,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1726,york:932934,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1727,york:932935,1,0,A role for putamen in phonological processing in children,Records with information only (materials not yet held)
1728,york:932936,1,0,Increased processing speed in young adult bilinguals: Evidence from source memory judgments,Records with information only (materials not yet held)
1729,york:932937,1,0,Increased processing speed in young adult bilinguals: Evidence from source memory judgments,Records with information only (materials not yet held)
1730,york:932938,1,0,The time course of cross-language activation in deaf ASL-English bilinguals,Records with information only (materials not yet held)
1731,york:932939,1,0,The time course of cross-language activation in deaf ASL-English bilinguals,Records with information only (materials not yet held)
1732,york:932940,1,0,The time course of cross-language activation in deaf ASL-English bilinguals,Records with information only (materials not yet held)
1733,york:932941,1,1,The phonological preparation unit in spoken word production in a second language,Records with materials
1734,york:932942,1,1,The phonological preparation unit in spoken word production in a second language,Records with materials
1735,york:932943,1,1,"Long-term experience with tonal language shapes the perception of intonation in English words: How Chinese-English bilinguals perceive ""rose?"" vs. ""rose""",Records with materials
1736,york:932944,1,0,"Long-term experience with tonal language shapes the perception of intonation in English words: How Chinese-English bilinguals perceive ""rose?"" vs. ""rose""",Records with information only (materials not yet held)
1737,york:932945,1,0,"Long-term experience with tonal language shapes the perception of intonation in English words: How Chinese-English bilinguals perceive ""rose?"" vs. ""rose""",Records with information only (materials not yet held)
1738,york:932946,1,4,L1 and L2 processing of compound words: Evidence from masked priming experiments in English,Records with materials
1739,york:932947,1,4,L1 and L2 processing of compound words: Evidence from masked priming experiments in English,Records with materials
1740,york:932948,1,4,L1 and L2 processing of compound words: Evidence from masked priming experiments in English,Records with materials
1741,york:932949,1,0,"Are simultaneous interpreters expert bilinguals, unique bilinguals, or both?",Records with information only (materials not yet held)
1742,york:932950,1,0,"Are simultaneous interpreters expert bilinguals, unique bilinguals, or both?",Records with information only (materials not yet held)
1743,york:932951,1,0,"Are simultaneous interpreters expert bilinguals, unique bilinguals, or both?",Records with information only (materials not yet held)
1744,york:932952,1,0,"Are simultaneous interpreters expert bilinguals, unique bilinguals, or both?",Records with information only (materials not yet held)
1745,york:932953,1,0,Lanuage-switch costs and dual-response costs in bimodal bilingual language production,Records with information only (materials not yet held)
1746,york:932954,1,0,Variability and variation of L2 grammar: A cross-sectional analysis of German learners’ performance on two tasks,Records with information only (materials not yet held)
1747,york:932955,1,0,Variability and variation of L2 grammar: A cross-sectional analysis of German learners’ performance on two tasks,Records with information only (materials not yet held)
1748,york:932956,1,0,Effects of distributed practice on the proceduralization of morphology,Records with information only (materials not yet held)
1749,york:932957,1,0,Effects of distributed practice on the proceduralization of morphology,Records with information only (materials not yet held)
1750,york:932958,1,0,Effects of distributed practice on the proceduralization of morphology,Records with information only (materials not yet held)
1751,york:932959,1,1,"Reading–writing integrated tasks, comprehensive corrective feedback, and EFL writing development",Records with materials
1752,york:932960,1,1,"Reading–writing integrated tasks, comprehensive corrective feedback, and EFL writing development",Records with materials
1753,york:932961,1,1,"Reading–writing integrated tasks, comprehensive corrective feedback, and EFL writing development",Records with materials
1754,york:932962,1,1,"Reading–writing integrated tasks, comprehensive corrective feedback, and EFL writing development",Records with materials
1755,york:932963,1,0,"Vocabulary acquisition through cloze exercises, sentence-writing and composition-writing: Extending the evaluation component of the involvement load hypothesis",Records with information only (materials not yet held)
1756,york:932964,1,0,"Vocabulary acquisition through cloze exercises, sentence-writing and composition-writing: Extending the evaluation component of the involvement load hypothesis",Records with information only (materials not yet held)
1757,york:932965,1,0,"Vocabulary acquisition through cloze exercises, sentence-writing and composition-writing: Extending the evaluation component of the involvement load hypothesis",Records with information only (materials not yet held)
1758,york:932966,1,1,Effects of three forms of reading-based output activity on L2 vocabulary learning,Records with materials
1759,york:932967,1,0,Effects of three forms of reading-based output activity on L2 vocabulary learning,Records with information only (materials not yet held)
1760,york:932968,1,0,Effects of three forms of reading-based output activity on L2 vocabulary learning,Records with information only (materials not yet held)
1761,york:932969,1,0,Effects of three forms of reading-based output activity on L2 vocabulary learning,Records with information only (materials not yet held)
1762,york:932970,1,0,Effects of three forms of reading-based output activity on L2 vocabulary learning,Records with information only (materials not yet held)
1763,york:932971,1,1,The value of picture-book reading-based collaborative output activities for vocabulary retention,Records with materials
1764,york:932972,1,1,The value of picture-book reading-based collaborative output activities for vocabulary retention,Records with materials
1765,york:932973,1,0,"The impact of topic interest, L2 proficiency, and gender on EFL incidental vocabulary acquisition through reading",Records with information only (materials not yet held)
1766,york:932974,1,1,"The impact of topic interest, L2 proficiency, and gender on EFL incidental vocabulary acquisition through reading",Records with materials
1767,york:932975,1,0,"The impact of topic interest, L2 proficiency, and gender on EFL incidental vocabulary acquisition through reading",Records with information only (materials not yet held)
1768,york:932976,1,0,"The impact of topic interest, L2 proficiency, and gender on EFL incidental vocabulary acquisition through reading",Records with information only (materials not yet held)
1769,york:932977,1,0,"The impact of topic interest, L2 proficiency, and gender on EFL incidental vocabulary acquisition through reading",Records with information only (materials not yet held)
1770,york:932978,1,0,Utilization of prosodic and linguistic cues during perceptions of nonunderstandings in radio communication,Records with information only (materials not yet held)
1771,york:932979,1,0,Utilization of prosodic and linguistic cues during perceptions of nonunderstandings in radio communication,Records with information only (materials not yet held)
1772,york:932980,1,0,Processing of word-level stress by Mandarin-speaking second language learners of English,Records with information only (materials not yet held)
1773,york:932981,1,0,Processing of word-level stress by Mandarin-speaking second language learners of English,Records with information only (materials not yet held)
1774,york:932982,1,0,Processing of word-level stress by Mandarin-speaking second language learners of English,Records with information only (materials not yet held)
1775,york:932983,1,0,Processing of word-level stress by Mandarin-speaking second language learners of English,Records with information only (materials not yet held)
1776,york:932984,1,0,Listening comprehension of academic and everyday language in first language and second language students,Records with information only (materials not yet held)
1777,york:932985,1,1,Listening comprehension of academic and everyday language in first language and second language students,Records with materials
1778,york:932986,1,0,Listening comprehension of academic and everyday language in first language and second language students,Records with information only (materials not yet held)
1779,york:932987,1,1,Visual salience effects on speaker choices: Direct or indirect influences on linguistic processing?,Records with materials
1780,york:932988,1,0,Visual salience effects on speaker choices: Direct or indirect influences on linguistic processing?,Records with information only (materials not yet held)
1781,york:932989,1,0,Visual salience effects on speaker choices: Direct or indirect influences on linguistic processing?,Records with information only (materials not yet held)
1782,york:932990,1,0,Resolving referential ambiguity across ambiguous situations in young foreign language learners,Records with information only (materials not yet held)
1783,york:932991,1,0,Resolving referential ambiguity across ambiguous situations in young foreign language learners,Records with information only (materials not yet held)
1784,york:932992,1,0,Resolving referential ambiguity across ambiguous situations in young foreign language learners,Records with information only (materials not yet held)
1785,york:932993,1,0,Structural priming during sentence comprehension in Chinese–English bilinguals,Records with information only (materials not yet held)
1786,york:932994,1,0,Structural priming during sentence comprehension in Chinese–English bilinguals,Records with information only (materials not yet held)
1787,york:932995,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1788,york:932996,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1789,york:932997,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1790,york:932998,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1791,york:932999,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1792,york:933000,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1793,york:933001,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1794,york:933002,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1795,york:933003,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1796,york:933004,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1797,york:933005,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1798,york:933006,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1799,york:933007,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1800,york:933008,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1801,york:933009,1,3,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with materials
1802,york:933010,1,3,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with materials
1803,york:933011,1,0,Aptitude and pedagogical conditions in the early development of a nonprimary language,Records with information only (materials not yet held)
1804,york:933012,1,1,Second language acquisition of pragmatic inferences: Evidence from the French c’est-cleft,Records with materials
1805,york:933014,1,1,Second language acquisition of pragmatic inferences: Evidence from the French c’est-cleft,Records with materials
1806,york:933015,1,1,Second language acquisition of pragmatic inferences: Evidence from the French c’est-cleft,Records with materials
1807,york:933018,1,0,Cross-language associations and changes in Spanish-speaking preschoolers’ English and Spanish academic abilities,Records with information only (materials not yet held)
1808,york:933019,1,0,Cross-language associations and changes in Spanish-speaking preschoolers’ English and Spanish academic abilities,Records with information only (materials not yet held)
1809,york:933020,1,0,Cross-language associations and changes in Spanish-speaking preschoolers’ English and Spanish academic abilities,Records with information only (materials not yet held)
1810,york:933021,1,0,Cross-language associations and changes in Spanish-speaking preschoolers’ English and Spanish academic abilities,Records with information only (materials not yet held)
1811,york:933022,1,0,Cross-language associations and changes in Spanish-speaking preschoolers’ English and Spanish academic abilities,Records with information only (materials not yet held)
1812,york:933023,1,0,Cross-language associations and changes in Spanish-speaking preschoolers’ English and Spanish academic abilities,Records with information only (materials not yet held)
1813,york:933024,1,1,Can corrective feedback on second language speech perception errors affect production accuracy?,Records with materials
1814,york:933025,1,1,Can corrective feedback on second language speech perception errors affect production accuracy?,Records with materials
1815,york:933026,1,0,A cross-lagged pannel study on cross-linguistic transfer facilitation,Records with information only (materials not yet held)
1816,york:933027,1,0,A cross-lagged pannel study on cross-linguistic transfer facilitation,Records with information only (materials not yet held)
1817,york:933028,1,0,A cross-lagged pannel study on cross-linguistic transfer facilitation,Records with information only (materials not yet held)
1818,york:933029,1,0,A cross-lagged pannel study on cross-linguistic transfer facilitation,Records with information only (materials not yet held)
1819,york:933030,1,0,A cross-lagged pannel study on cross-linguistic transfer facilitation,Records with information only (materials not yet held)
1820,york:933031,1,0,A cross-lagged pannel study on cross-linguistic transfer facilitation,Records with information only (materials not yet held)
1821,york:933032,1,0,A cross-lagged pannel study on cross-linguistic transfer facilitation,Records with information only (materials not yet held)
1822,york:933033,1,0,A cross-lagged pannel study on cross-linguistic transfer facilitation,Records with information only (materials not yet held)
1823,york:933034,1,1,Orthographic knowledge and lexical form influence vocabulary learning,Records with materials
1824,york:933035,1,0,Orthographic knowledge and lexical form influence vocabulary learning,Records with information only (materials not yet held)
1825,york:933036,1,0,Orthographic knowledge and lexical form influence vocabulary learning,Records with information only (materials not yet held)
1826,york:933037,1,0,Processing the Spanish imperfect subjunctive: Depth of processing under different instructional conditions,Records with information only (materials not yet held)
1827,york:933038,1,0,Processing the Spanish imperfect subjunctive: Depth of processing under different instructional conditions,Records with information only (materials not yet held)
1828,york:933039,1,0,Processing the Spanish imperfect subjunctive: Depth of processing under different instructional conditions,Records with information only (materials not yet held)
1829,york:933040,1,0,Processing the Spanish imperfect subjunctive: Depth of processing under different instructional conditions,Records with information only (materials not yet held)
1830,york:933041,1,0,Processing the Spanish imperfect subjunctive: Depth of processing under different instructional conditions,Records with information only (materials not yet held)
1831,york:933042,1,0,Processing the Spanish imperfect subjunctive: Depth of processing under different instructional conditions,Records with information only (materials not yet held)
1832,york:933043,1,0,Processing the Spanish imperfect subjunctive: Depth of processing under different instructional conditions,Records with information only (materials not yet held)
1833,york:933044,1,0,Processing the Spanish imperfect subjunctive: Depth of processing under different instructional conditions,Records with information only (materials not yet held)
1834,york:933045,1,0,The role of orthotactic probability in incidental and intentional vocabulary acquisition L1 and L2,Records with information only (materials not yet held)
1835,york:933046,1,1,The role of orthotactic probability in incidental and intentional vocabulary acquisition L1 and L2,Records with materials
1836,york:933047,1,1,The role of orthotactic probability in incidental and intentional vocabulary acquisition L1 and L3,Records with materials
1837,york:933048,1,1,The role of orthotactic probability in incidental and intentional vocabulary acquisition L1 and L4,Records with materials
1838,york:933049,1,1,The role of orthotactic probability in incidental and intentional vocabulary acquisition L1 and L5,Records with materials
1839,york:933050,1,0,The role of orthotactic probability in incidental and intentional vocabulary acquisition L1 and L6,Records with information only (materials not yet held)
1840,york:933051,1,0,The role of orthotactic probability in incidental and intentional vocabulary acquisition L1 and L7,Records with information only (materials not yet held)
1841,york:933052,1,0,The role of orthotactic probability in incidental and intentional vocabulary acquisition L1 and L7,Records with information only (materials not yet held)
1842,york:933053,1,0,The role of orthotactic probability in incidental and intentional vocabulary acquisition L1 and L7,Records with information only (materials not yet held)
1843,york:933054,1,0,Emergent knowledge of a universal phonological principle in the L2 acquisition of vowel harmony in Turkish: A ‘four’-fold poverty of the stimulus in L2 acquisition,Records with information only (materials not yet held)
1844,york:933055,1,0,Emergent knowledge of a universal phonological principle in the L2 acquisition of vowel harmony in Turkish: A ‘four’-fold poverty of the stimulus in L2 acquisition,Records with information only (materials not yet held)
1845,york:933056,1,0,L1 English / L2 Spanish: Orthography–phonology activation without contrasts,Records with information only (materials not yet held)
1846,york:933057,1,1,The role of prosodic structure in the L2 acquisition of Spanish stop lenition,Records with materials
1847,york:933058,1,1,The role of prosodic structure in the L2 acquisition of Spanish stop lenition,Records with materials
1848,york:933061,1,1,Are orthographic effects language specific? The influence of second language orthography on second language phoneme awareness,Records with materials
1849,york:933062,1,1,Are orthographic effects language specific? The influence of second language orthography on second language phoneme awareness,Records with materials
1850,york:933139,2,4,The effectiveness of explicit grammar instruction for the young foreign language learner: A classroom-based experimental study,Records with materials
1850,york:933139,2,4,Towards ecological validity in research into input-based practice: Form spotting can be as beneficial as form-meaning practice.,Records with materials
1851,york:933140,2,14,The effectiveness of explicit grammar instruction for the young foreign language learner: A classroom-based experimental study,Records with materials
1851,york:933140,2,14,Towards ecological validity in research into input-based practice: Form spotting can be as beneficial as form-meaning practice.,Records with materials
1852,york:933141,2,14,The effectiveness of explicit grammar instruction for the young foreign language learner: A classroom-based experimental study,Records with materials
1852,york:933141,2,14,Towards ecological validity in research into input-based practice: Form spotting can be as beneficial as form-meaning practice.,Records with materials
1853,york:933146,1,1,How subject animacy constrains motion event descriptions: Evidence from sequential and simultaneous bilinguals in French and English,Records with materials
1854,york:933152,1,1,Motivation as Quality: Regulatory Fit Effects on Incidental Vocabulary Learning,Records with materials
1855,york:933159,1,1,Students’ and Instructors’ Perceived Value of Language and Content Curricular Goals,Records with materials
1856,york:933203,1,1,Is first language attrition possible without second language knowledge?,Records with materials
1857,york:933204,1,1,"Inclusive practices in teaching students with dyslexia: Second language teachers’ concerns, attitudes and self-efficacy beliefs on a massive open online learning course",Records with materials
1858,york:933324,1,1,A meta-analysis: Age and second language grammar acquisition,Records with materials
1859,york:933325,2,1,What the present can tell us about the future: A variationist analysis of future-time reference in native and nonnative French,Records with materials
1859,york:933325,2,1,Variable future-time reference in French: A comparison of learners in a study-abroad and a foreign-language context,Records with materials
1860,york:933326,1,1,A meta-analysis of second language pragmatics instruction,Records with materials
1861,york:933327,1,1,Look who’s interacting: A scoping review of research involving non-teacher/non-peer interlocutors,Records with materials
1862,york:933334,1,4,Crossing barriers: The influence of linguistic and cultural background on [I + verb] belief constructions in expressions of opinion,Records with materials
1863,york:933335,1,1,Crossing barriers: The influence of linguistic and cultural background on [I + verb] belief constructions in expressions of opinion,Records with materials
1864,york:933336,1,2,Crossing barriers: The influence of linguistic and cultural background on [I + verb] belief constructions in expressions of opinion,Records with materials
1865,york:933342,1,26,Covariation between temporal interlanguage features and nonverbal event categorisation,Records with materials
1866,york:933343,1,72,Covariation between temporal interlanguage features and nonverbal event categorisation,Records with materials
1867,york:933344,1,102,Covariation between temporal interlanguage features and nonverbal event categorisation,Records with materials
1868,york:933348,2,2,Second language acquisition of variable structures in Spanish by Portuguese speakers,Records with materials
1868,york:933348,2,2,A guide to doing statistics in second language research using SPSS and R,Records with materials
1869,york:933349,1,1,Empirical approaches to measuring intelligibility of different varieties of English in predicting listener comprehension of tests,Records with materials
1870,york:933350,1,1,Empirical approaches to measuring intelligibility of different varieties of English in predicting listener comprehension of tests,Records with materials
1871,york:933354,1,0,Statistical modeling of student performance to improve Chinese dictation skills with an intelligent tutor,Records with materials
1872,york:933355,1,0,Learning grammatical gender: The use of rules by novice learners,Records with information only (materials not yet held)
1873,york:933356,1,0,A simulated environment for the embodied learning of Spanish prepositions,Records with materials
1874,york:933361,1,1,Definite discourse-new reference in L1 and L2: The case of L2 Mandarin,Records with materials
1875,york:933364,1,1,Pragmatic comprehension in Japanese as a foreign language,Records with materials
1876,york:933365,1,0,The instructed learning of form–function mappings in the English article system,Records with materials
1877,york:933366,1,0,US German majors' knowledge of grammatical gender,Records with materials
1878,york:933371,1,0,A cognitive linguistics application for second language pedagogy: The English preposition tutor,Records with materials
1879,york:933373,1,1,"Reading–writing integrated tasks, comprehensive corrective feedback, and EFL writing development",Records with materials
1880,york:933374,1,1,"Reading–writing integrated tasks, comprehensive corrective feedback, and EFL writing development",Records with materials
1881,york:933439,1,2,Blended Learning in a Postsecondary Spanish Program,Records with materials
1882,york:933469,1,1,Facilitating morphosyntactic and semantic prediction among second language speakers of German,Records with materials
1883,york:933487,2,3,D’accord,Records with materials
1883,york:933487,2,3,The Effectiveness of Video-based Shadowing and Tracking Pronunciation Exercises for Foreign Language Learners,Records with materials
1884,york:933488,2,1,D’accord,Records with materials
1884,york:933488,2,1,The Effectiveness of Video-based Shadowing and Tracking Pronunciation Exercises for Foreign Language Learners,Records with materials
1885,york:933534,1,1,The importance of prime repetition among intermediate-level second language learners,Records with materials
1886,york:933535,1,1,The importance of prime repetition among intermediate-level second language learners,Records with materials
1887,york:933536,1,1,The importance of prime repetition among intermediate-level second language learners,Records with materials
1888,york:933717,2,1,The Role of Prosody and Explicit Instruction in Processing Instruction,Records with materials
1888,york:933717,2,1,"Explicit information, grammatical sensitivity, and the First-Noun Principle: A cross-linguistic study in processing instruction",Records with materials
1889,york:933718,3,2,Structured Input: Grammar istruction for the acquisition oriented classroom,Records with materials
1889,york:933718,3,2,The Role of Prosody and Explicit Instruction in Processing Instruction,Records with materials
1889,york:933718,3,2,"Explicit information, grammatical sensitivity, and the First-Noun Principle: A cross-linguistic study in processing instruction",Records with materials
1890,york:933719,3,2,Structured Input: Grammar istruction for the acquisition oriented classroom,Records with materials
1890,york:933719,3,2,The Role of Prosody and Explicit Instruction in Processing Instruction,Records with materials
1890,york:933719,3,2,"Explicit information, grammatical sensitivity, and the First-Noun Principle: A cross-linguistic study in processing instruction",Records with materials
1891,york:933721,2,4,Anaphora resolution in L1 Serbian by trainee translators from L2 English,Records with materials
1891,york:933721,2,4,First language attrition and syntactic subjects: A study of Greek and Italian near-native speakers of English,Records with materials
1892,york:933722,1,2,The time-course of morphosyntatic and semantic priming in late bilinguals: A study of German adjectives,Records with materials
1893,york:933772,2,1,Beschulung von neu in das niedersächsische Bildungssystem zugewanderten Schülerinnen und Schülern in der Sekundarstufe I,Records with materials
1893,york:933772,2,1,Schooling models for newcomers,Records with materials
1894,york:933774,1,5,Learning Words and Definitions in Two Languages: What Promotes Cross-Language Transfer?,Records with materials
1895,york:933776,3,4,Semantic and letter fluency in Spanish- English bilinguals,Records with materials
1895,york:933776,3,4,Multilingual Stroop performance: Effects of trilingualism and proficiency on inhibitory control,Records with materials
1895,york:933776,3,4,Cognition and Language in Trilinguals and Bilinguals: Inhibitory Control and Third Language Proficiency,Records with materials
1896,york:933777,1,1,Vocabulary knowledge and listening comprehension at an intermediate level in English and French as foreign languages: An approximate replication study of Stæhr (2009),Records with materials
1897,york:933779,1,1,First language attrition without second language acquisition,Records with materials
1898,york:933784,1,2,"« Passe-moi le sel » vs « Pourriez-vous me passer le sel, s’il vous plaît? » ‒ Le développement des stratégies de requête chez les apprenants finnophones de FLE",Records with materials
1899,york:933785,1,1,The keys to unlock Willingness to Communicate in the FL Classroom.,Records with materials
1900,york:933788,1,1,Heritage speakers and morphosyntactic processing in bilinguals,Records with materials
1901,york:933789,2,1,Developing and evaluating a questionnaire to measure EFL learners’ vocabulary learning motivation,Records with materials
1901,york:933789,2,1,Examining EFL vocabulary learning motivation in a demotivating learning environment,Records with materials
1902,york:933795,1,1,Effects of expanding and equal spacing on second language vocabulary learning: Does gradually increasing spacing increase vocabulary learning?,Records with materials
1903,york:933796,1,1,Effects of expanding and equal spacing on second language vocabulary learning: Does gradually increasing spacing increase vocabulary learning?,Records with materials
1904,york:933797,1,1,Effects of expanding and equal spacing on second language vocabulary learning: Does gradually increasing spacing increase vocabulary learning?,Records with materials
1905,york:933799,2,1,Effects of the Native Language on the Learning of Fundamental Frequency in Second-Language Speech Segmentation,Records with materials
1905,york:933799,2,1,The functional weight of a prosodic cue in the native language predicts the learning of speech segmentation in a second language,Records with materials
